Time,Frame,New_detections,Current_detections,Total_detections,Density (people/m2)
28.794514656066895,1,1,1,1,0.24390243902439027
33.29238486289978,2,0,1,1,0.24390243902439027
37.10769033432007,3,0,1,1,0.24390243902439027
40.86158108711243,4,0,1,1,0.24390243902439027
43.194883584976196,5,0,1,1,0.24390243902439027
47.2427442073822,6,0,1,1,0.24390243902439027
51.141072034835815,7,0,1,1,0.24390243902439027
53.256742000579834,8,0,1,1,0.24390243902439027
56.84254574775696,9,0,1,1,0.24390243902439027
61.45891332626343,10,0,1,1,0.24390243902439027
64.33965373039246,11,0,1,1,0.24390243902439027
69.55110740661621,12,1,2,2,0.48780487804878053
74.29997253417969,13,0,1,2,0.24390243902439027
79.78846096992493,14,0,1,2,0.24390243902439027
83.06767916679382,15,0,1,2,0.24390243902439027
86.48997712135315,16,0,1,2,0.24390243902439027
91.58538484573364,17,0,2,2,0.48780487804878053
95.33320498466492,18,0,1,2,0.24390243902439027
100.36364531517029,19,0,1,2,0.24390243902439027
104.38497638702393,20,0,1,2,0.24390243902439027
109.47127175331116,21,0,1,2,0.24390243902439027
114.19385623931885,22,0,1,2,0.24390243902439027
117.50012683868408,23,0,1,2,0.24390243902439027
123.24263286590576,24,0,1,2,0.24390243902439027
126.54742860794067,25,0,2,2,0.48780487804878053
132.31640148162842,26,0,2,2,0.48780487804878053
137.6416301727295,27,0,1,2,0.24390243902439027
142.78654527664185,28,0,1,2,0.24390243902439027
148.4233148097992,29,0,1,2,0.24390243902439027
153.88002347946167,30,0,1,2,0.24390243902439027
158.1788740158081,31,0,1,2,0.24390243902439027
164.75492525100708,32,0,2,2,0.48780487804878053
170.35501837730408,33,0,1,2,0.24390243902439027
175.60995435714722,34,0,1,2,0.24390243902439027
181.38793849945068,35,0,1,2,0.24390243902439027
185.76644849777222,36,0,1,2,0.24390243902439027
191.8834626674652,37,0,1,2,0.24390243902439027
197.03088092803955,38,0,1,2,0.24390243902439027
202.04429984092712,39,0,1,2,0.24390243902439027
208.92235374450684,40,0,1,2,0.24390243902439027
213.75853991508484,41,0,2,2,0.48780487804878053
220.59682250022888,42,0,2,2,0.48780487804878053
226.34719896316528,43,0,1,2,0.24390243902439027
233.46337008476257,44,0,1,2,0.24390243902439027
242.55212092399597,45,0,1,2,0.24390243902439027
252.67508816719055,46,0,2,2,0.48780487804878053
