Time,Frame,New_detections,Current_detections,Total_detections,Density (people/m2)
150.05687427520752,1,0,0,0,0.0
153.24324774742126,2,0,0,0,0.0
156.64857721328735,3,0,0,0,0.0
163.54437971115112,4,0,0,0,0.0
168.5566279888153,5,0,0,0,0.0
171.96206998825073,6,0,0,0,0.0
177.48059749603271,7,0,0,0,0.0
182.10948181152344,8,0,0,0,0.0
185.31814289093018,9,0,0,0,0.0
190.69603419303894,10,0,0,0,0.0
194.48216485977173,11,0,0,0,0.0
198.26766180992126,12,0,0,0,0.0
201.2899308204651,13,0,0,0,0.0
204.2534430027008,14,0,0,0,0.0
207.19444847106934,15,0,0,0,0.0
212.37723994255066,16,0,0,0,0.0
215.2814977169037,17,0,0,0,0.0
218.27172780036926,18,0,0,0,0.0
221.1375904083252,19,0,0,0,0.0
226.42161679267883,20,0,0,0,0.0
231.59686517715454,21,0,0,0,0.0
235.7139916419983,22,0,0,0,0.0
239.7825906276703,23,0,0,0,0.0
246.57559180259705,24,0,0,0,0.0
252.25560235977173,25,0,0,0,0.0
256.3707528114319,26,1,1,1,0.1639344262295082
263.5173740386963,27,0,1,1,0.1639344262295082
270.1584725379944,28,0,1,1,0.1639344262295082
277.9520947933197,29,0,0,1,0.0
288.2394120693207,30,0,1,1,0.1639344262295082
297.2612314224243,31,0,1,1,0.1639344262295082
303.28004932403564,32,0,1,1,0.1639344262295082
312.02405762672424,33,0,1,1,0.1639344262295082
317.0096459388733,34,0,1,1,0.1639344262295082
322.234849691391,35,0,1,1,0.1639344262295082
328.1510090827942,36,1,2,2,0.3278688524590164
333.499564409256,37,0,2,2,0.3278688524590164
341.35378193855286,38,0,2,2,0.3278688524590164
347.37047839164734,39,0,2,2,0.3278688524590164
353.8575367927551,40,0,1,2,0.1639344262295082
360.94103240966797,41,0,1,2,0.1639344262295082
369.70669651031494,42,0,1,2,0.1639344262295082
377.27605175971985,43,0,1,2,0.1639344262295082
383.7551167011261,44,1,2,3,0.3278688524590164
390.7913873195648,45,1,3,4,0.49180327868852464
397.78454303741455,46,0,2,4,0.3278688524590164
405.3904902935028,47,0,3,4,0.49180327868852464
413.1907970905304,48,0,2,4,0.3278688524590164
421.1452782154083,49,0,2,4,0.3278688524590164
426.4994547367096,50,0,2,4,0.3278688524590164
433.32562923431396,51,0,2,4,0.3278688524590164
438.8415606021881,52,0,2,4,0.3278688524590164
445.7901885509491,53,0,3,4,0.49180327868852464
453.1772675514221,54,0,3,4,0.49180327868852464
460.3739733695984,55,0,3,4,0.49180327868852464
469.3397994041443,56,0,4,4,0.6557377049180328
478.94573044776917,57,0,4,4,0.6557377049180328
488.63425064086914,58,0,4,4,0.6557377049180328
498.18513655662537,59,0,3,4,0.49180327868852464
505.74854803085327,60,0,3,4,0.49180327868852464
515.829244852066,61,0,4,4,0.6557377049180328
523.1265218257904,62,0,4,4,0.6557377049180328
531.0326218605042,63,0,4,4,0.6557377049180328
538.9862461090088,64,0,4,4,0.6557377049180328
547.1570274829865,65,0,4,4,0.6557377049180328
555.0285356044769,66,0,4,4,0.6557377049180328
565.1329979896545,67,0,2,4,0.3278688524590164
572.9632732868195,68,0,2,4,0.3278688524590164
583.0077345371246,69,0,3,4,0.49180327868852464
592.204975605011,70,0,2,4,0.3278688524590164
602.0919687747955,71,0,2,4,0.3278688524590164
610.9625177383423,72,0,3,4,0.49180327868852464
618.9417226314545,73,0,2,4,0.3278688524590164
628.4829246997833,74,0,2,4,0.3278688524590164
637.3519995212555,75,0,2,4,0.3278688524590164
646.780015707016,76,0,2,4,0.3278688524590164
654.8030846118927,77,0,2,4,0.3278688524590164
661.3872282505035,78,0,2,4,0.3278688524590164
669.383987903595,79,0,2,4,0.3278688524590164
678.3304913043976,80,0,2,4,0.3278688524590164
684.7915599346161,81,0,2,4,0.3278688524590164
695.0008385181427,82,2,6,6,0.9836065573770493
704.4701240062714,83,0,4,6,0.6557377049180328
714.5067341327667,84,0,4,6,0.6557377049180328
723.8211793899536,85,0,4,6,0.6557377049180328
733.296178817749,86,0,4,6,0.6557377049180328
744.2219989299774,87,0,4,6,0.6557377049180328
756.2009110450745,88,0,4,6,0.6557377049180328
767.7490432262421,89,0,4,6,0.6557377049180328
778.0698797702789,90,0,4,6,0.6557377049180328
788.3821723461151,91,0,4,6,0.6557377049180328
800.3700439929962,92,0,4,6,0.6557377049180328
812.2286019325256,93,0,4,6,0.6557377049180328
823.446964263916,94,0,4,6,0.6557377049180328
835.728707075119,95,1,5,7,0.819672131147541
848.6896488666534,96,0,5,7,0.819672131147541
863.3202304840088,97,0,5,7,0.819672131147541
871.7899177074432,98,0,4,7,0.6557377049180328
880.2324547767639,99,0,4,7,0.6557377049180328
891.5916130542755,100,0,5,7,0.819672131147541
905.8081560134888,101,0,5,7,0.819672131147541
916.795473575592,102,0,4,7,0.6557377049180328
933.187629699707,103,0,5,7,0.819672131147541
949.185825586319,104,0,5,7,0.819672131147541
965.6068828105927,105,0,4,7,0.6557377049180328
985.1806364059448,106,0,4,7,0.6557377049180328
998.8427135944366,107,0,3,7,0.49180327868852464
1015.6835830211639,108,0,4,7,0.6557377049180328
1033.7827770709991,109,0,4,7,0.6557377049180328
1053.8976211547852,110,0,4,7,0.6557377049180328
1067.2076032161713,111,0,4,7,0.6557377049180328
1086.4167935848236,112,1,5,8,0.819672131147541
1107.3360376358032,113,0,6,8,0.9836065573770493
1123.9812850952148,114,0,6,8,0.9836065573770493
1139.0002870559692,115,0,5,8,0.819672131147541
1154.8935976028442,116,0,6,8,0.9836065573770493
1168.69500041008,117,0,6,8,0.9836065573770493
1185.648366689682,118,0,7,8,1.1475409836065575
1196.0876293182373,119,1,4,9,0.6557377049180328
1206.7450950145721,120,0,4,9,0.6557377049180328
1217.3826506137848,121,0,4,9,0.6557377049180328
1228.7936248779297,122,0,4,9,0.6557377049180328
1239.8916690349579,123,0,4,9,0.6557377049180328
1256.4587125778198,124,0,6,9,0.9836065573770493
1273.5425734519958,125,0,6,9,0.9836065573770493
1293.3446164131165,126,0,6,9,0.9836065573770493
1312.6950950622559,127,0,6,9,0.9836065573770493
1331.858499288559,128,0,6,9,0.9836065573770493
1354.308925151825,129,0,6,9,0.9836065573770493
1372.4561829566956,130,0,6,9,0.9836065573770493
1393.3085103034973,131,0,6,9,0.9836065573770493
1405.0917217731476,132,0,3,9,0.49180327868852464
1423.4245429039001,133,0,6,9,0.9836065573770493
1443.5816452503204,134,0,6,9,0.9836065573770493
1462.8309288024902,135,0,6,9,0.9836065573770493
1478.5525500774384,136,0,6,9,0.9836065573770493
1486.873028755188,137,0,3,9,0.49180327868852464
1497.37930226326,138,0,3,9,0.49180327868852464
1509.0720353126526,139,0,3,9,0.49180327868852464
1519.9268629550934,140,0,3,9,0.49180327868852464
1530.499172449112,141,0,3,9,0.49180327868852464
1550.631106853485,142,0,6,9,0.9836065573770493
1571.8388879299164,143,0,6,9,0.9836065573770493
1583.8774120807648,144,0,3,9,0.49180327868852464
1601.6551945209503,145,0,6,9,0.9836065573770493
1621.980060338974,146,0,6,9,0.9836065573770493
1638.7542834281921,147,0,6,9,0.9836065573770493
1657.7789597511292,148,0,6,9,0.9836065573770493
1669.0043776035309,149,0,3,9,0.49180327868852464
1680.211510181427,150,0,3,9,0.49180327868852464
1697.9591083526611,151,0,6,9,0.9836065573770493
1715.725646018982,152,0,6,9,0.9836065573770493
1731.9544184207916,153,0,6,9,0.9836065573770493
1750.3110885620117,154,0,6,9,0.9836065573770493
1758.7868242263794,155,0,2,9,0.3278688524590164
1767.1618630886078,156,0,2,9,0.3278688524590164
1782.6437981128693,157,0,6,9,0.9836065573770493
1798.9790432453156,158,0,6,9,0.9836065573770493
1817.9350590705872,159,0,6,9,0.9836065573770493
1833.1554651260376,160,0,7,9,1.1475409836065575
1849.704739332199,161,0,6,9,0.9836065573770493
1866.3301048278809,162,0,5,9,0.819672131147541
1881.7629334926605,163,0,5,9,0.819672131147541
1897.9761669635773,164,0,5,9,0.819672131147541
1914.5449044704437,165,0,5,9,0.819672131147541
1920.5305893421173,166,0,2,9,0.3278688524590164
1936.127537727356,167,0,5,9,0.819672131147541
1951.1925909519196,168,0,6,9,0.9836065573770493
1967.1506972312927,169,0,6,9,0.9836065573770493
1983.459950208664,170,0,6,9,0.9836065573770493
1999.712443113327,171,0,6,9,0.9836065573770493
2006.8241424560547,172,0,1,9,0.1639344262295082
2013.919917345047,173,0,1,9,0.1639344262295082
2030.690301656723,174,0,6,9,0.9836065573770493
2050.0259821414948,175,0,6,9,0.9836065573770493
2068.420968055725,176,0,6,9,0.9836065573770493
2086.0934965610504,177,0,6,9,0.9836065573770493
2100.556254863739,178,0,6,9,0.9836065573770493
2120.7880795001984,179,0,6,9,0.9836065573770493
2140.9332823753357,180,0,6,9,0.9836065573770493
2159.3946895599365,181,0,6,9,0.9836065573770493
2178.740049600601,182,0,6,9,0.9836065573770493
2185.5985159873962,183,0,2,9,0.3278688524590164
2192.1917674541473,184,0,1,9,0.1639344262295082
2207.577625513077,185,0,6,9,0.9836065573770493
2227.2723484039307,186,0,6,9,0.9836065573770493
2242.6711905002594,187,0,6,9,0.9836065573770493
2261.078409910202,188,0,6,9,0.9836065573770493
2268.1516258716583,189,0,2,9,0.3278688524590164
2275.8082451820374,190,0,2,9,0.3278688524590164
2283.5410606861115,191,0,2,9,0.3278688524590164
2291.268980741501,192,0,2,9,0.3278688524590164
2308.3942697048187,193,0,6,9,0.9836065573770493
2327.24551153183,194,0,6,9,0.9836065573770493
2347.145354747772,195,0,6,9,0.9836065573770493
2365.5490567684174,196,0,6,9,0.9836065573770493
2385.0267045497894,197,0,6,9,0.9836065573770493
2403.2769367694855,198,0,5,9,0.819672131147541
2409.946578979492,199,0,1,9,0.1639344262295082
2417.1496090888977,200,0,2,9,0.3278688524590164
2435.4461443424225,201,0,5,9,0.819672131147541
2453.9486434459686,202,0,5,9,0.819672131147541
2472.5077242851257,203,0,5,9,0.819672131147541
2492.1710007190704,204,0,4,9,0.6557377049180328
2499.051201105118,205,0,0,9,0.0
2516.4183526039124,206,0,5,9,0.819672131147541
2534.567723751068,207,0,4,9,0.6557377049180328
2554.821038007736,208,0,4,9,0.6557377049180328
2562.149685382843,209,0,0,9,0.0
2570.174727678299,210,0,0,9,0.0
2588.613977432251,211,0,3,9,0.49180327868852464
2611.623801469803,212,0,3,9,0.49180327868852464
2630.768509864807,213,0,3,9,0.49180327868852464
2650.9532759189606,214,0,3,9,0.49180327868852464
2671.3753278255463,215,0,3,9,0.49180327868852464
2677.8072185516357,216,0,0,9,0.0
2694.4526681900024,217,0,3,9,0.49180327868852464
2716.0012304782867,218,0,3,9,0.49180327868852464
2737.6803193092346,219,0,3,9,0.49180327868852464
2746.766946077347,220,0,0,9,0.0
2754.527880191803,221,0,0,9,0.0
2762.4226047992706,222,0,0,9,0.0
2771.234281539917,223,0,0,9,0.0
2782.817227602005,224,0,0,9,0.0
2793.0036520957947,225,0,0,9,0.0
2801.936512231827,226,0,0,9,0.0
2810.182506084442,227,0,0,9,0.0
2821.60297703743,228,0,0,9,0.0
2830.898024082184,229,0,0,9,0.0
2841.6599123477936,230,0,0,9,0.0
2849.555123567581,231,0,0,9,0.0
2859.2496042251587,232,0,0,9,0.0
2870.756628513336,233,0,0,9,0.0
2880.7113132476807,234,0,0,9,0.0
2892.7926003932953,235,0,0,9,0.0
2904.5602419376373,236,0,0,9,0.0
2917.9348871707916,237,0,0,9,0.0
2928.70116853714,238,0,0,9,0.0
2942.8127427101135,239,0,0,9,0.0
2954.93675160408,240,0,0,9,0.0
2964.0920288562775,241,0,0,9,0.0
2977.72177028656,242,0,0,9,0.0
2988.5092582702637,243,0,0,9,0.0
2999.9709990024567,244,0,0,9,0.0
3011.949636697769,245,0,0,9,0.0
3023.5118906497955,246,0,0,9,0.0
3035.3557999134064,247,0,0,9,0.0
3048.957661151886,248,0,0,9,0.0
3059.017347097397,249,0,0,9,0.0
3070.657142162323,250,0,0,9,0.0
3084.206973552704,251,0,0,9,0.0
3093.1165730953217,252,0,0,9,0.0
3100.2885642051697,253,0,0,9,0.0
3108.402221441269,254,0,0,9,0.0
3117.919448852539,255,0,0,9,0.0
3129.0855917930603,256,0,0,9,0.0
3141.255670785904,257,0,0,9,0.0
3154.192767381668,258,0,0,9,0.0
3162.4061703681946,259,0,0,9,0.0
3170.269264936447,260,0,0,9,0.0
3178.6442499160767,261,0,0,9,0.0
3190.4490180015564,262,0,0,9,0.0
3204.0967848300934,263,0,0,9,0.0
3216.6918790340424,264,0,0,9,0.0
3228.072697877884,265,0,0,9,0.0
3240.6635913848877,266,0,0,9,0.0
3252.0961525440216,267,0,0,9,0.0
3266.424402952194,268,0,0,9,0.0
3272.741159439087,269,0,0,9,0.0
3279.3489327430725,270,0,0,9,0.0
3285.547160387039,271,0,0,9,0.0
3295.2676560878754,272,0,0,9,0.0
3308.2834565639496,273,0,0,9,0.0
3320.9387423992157,274,0,0,9,0.0
3335.039128303528,275,0,0,9,0.0
3343.076676607132,276,0,0,9,0.0
3357.7537076473236,277,0,0,9,0.0
3372.014976501465,278,1,1,10,0.1639344262295082
3387.3226187229156,279,0,1,10,0.1639344262295082
3400.87908911705,280,0,1,10,0.1639344262295082
3418.69144487381,281,0,1,10,0.1639344262295082
3433.508003950119,282,0,1,10,0.1639344262295082
3449.267630815506,283,0,1,10,0.1639344262295082
3459.837384700775,284,0,0,10,0.0
3468.7733578681946,285,0,0,10,0.0
3477.004177570343,286,0,0,10,0.0
3493.7027978897095,287,0,1,10,0.1639344262295082
3507.913469314575,288,0,1,10,0.1639344262295082
3523.079571247101,289,0,1,10,0.1639344262295082
3538.5243141651154,290,0,1,10,0.1639344262295082
3554.153227329254,291,0,1,10,0.1639344262295082
3568.9023768901825,292,0,1,10,0.1639344262295082
3581.676110982895,293,0,1,10,0.1639344262295082
3598.708400964737,294,0,1,10,0.1639344262295082
3607.836054086685,295,0,0,10,0.0
3618.1139163970947,296,0,0,10,0.0
3627.758390903473,297,0,0,10,0.0
3636.755887746811,298,0,0,10,0.0
3650.0445351600647,299,0,1,10,0.1639344262295082
3663.2433784008026,300,0,1,10,0.1639344262295082
3678.199347257614,301,0,1,10,0.1639344262295082
3695.6421484947205,302,0,1,10,0.1639344262295082
3704.1944482326508,303,0,0,10,0.0
3712.3476779460907,304,0,0,10,0.0
3720.5787377357483,305,0,0,10,0.0
3733.9325726032257,306,0,1,10,0.1639344262295082
3748.5725779533386,307,0,1,10,0.1639344262295082
3761.517880678177,308,0,1,10,0.1639344262295082
3775.7666606903076,309,0,1,10,0.1639344262295082
3791.573100566864,310,0,1,10,0.1639344262295082
